,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
1359,"10304,34,49.3,4,1676.2,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,50,S18_4668,Auto Assoc. & Cie.,30.59.8555,""67, avenue de l'Europe"",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small",,,,,2017-09-21,,,,,,,,,,,,,,,,,,,
1360,10312,39.0,56.85,1.0,2217.15,2017-09-22,Shipped,4.0,10.0,2004.0,Vintage Cars,50.0,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1361,10324,38.0,100.0,6.0,6832.02,2017-09-23,Shipped,4.0,11.0,2004.0,Vintage Cars,50.0,S18_4668,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Medium
1362,10333,24.0,79.86,8.0,1916.64,2017-09-24,Shipped,4.0,11.0,2004.0,Vintage Cars,50.0,S18_4668,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Small
1363,"10348,29,100,6,7110.8,11/1/2004 0:00,Shipped,4,11,2004,Vintage Cars,50,S18_4668,""Corrida Auto Replicas, Ltd"",(91) 555 22 82,""C/ Araquil, 67"",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large",,,,,2017-09-25,,,,,,,,,,,,,,,,,,,
1364,"10358,30,100,8,5302.8,12/10/2004 0:00,Shipped,4,12,2004,Vintage Cars,50,S18_4668,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2017-09-26,,,,,,,,,,,,,,,,,,,
1365,"10370,20,100,2,2730,1/20/2005 0:00,Shipped,1,1,2005,Vintage Cars,50,S18_4668,""Anna's Decorations, Ltd"",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small",,,,,2017-09-27,,,,,,,,,,,,,,,,,,,
1366,10382,39.0,100.0,2.0,7827.3,2017-09-28,Shipped,1.0,2.0,2005.0,Vintage Cars,50.0,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large
1367,10411,35.0,59.87,7.0,2095.45,2017-09-29,Shipped,2.0,5.0,2005.0,Vintage Cars,50.0,S18_4668,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Small
1368,"10424,26,59.87,4,1556.62,5/31/2005 0:00,In Process,2,5,2005,Vintage Cars,50,S18_4668,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2017-09-30,,,,,,,,,,,,,,,,,,,
1369,10108,44.0,100.0,11.0,5565.12,2017-10-01,Shipped,1.0,3.0,2003.0,Classic Cars,148.0,S18_4721,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
1370,"10122,28,100,15,3583.16,5/8/2003 0:00,Shipped,2,5,2003,Classic Cars,148,S18_4721,Marseille Mini Autos,91.24.4555,""12, rue des Bouchers"",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium",,,,,2017-10-02,,,,,,,,,,,,,,,,,,,
1371,10135,31.0,100.0,12.0,4705.18,2017-10-03,Shipped,3.0,7.0,2003.0,Classic Cars,148.0,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1372,10146,29.0,100.0,1.0,4444.54,2017-10-04,Shipped,3.0,9.0,2003.0,Classic Cars,148.0,S18_4721,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium
1373,10159,32.0,100.0,7.0,4618.88,2017-10-05,Shipped,4.0,10.0,2003.0,Classic Cars,148.0,S18_4721,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium
1374,"10169,33,100,7,4910.4,11/4/2003 0:00,Shipped,4,11,2003,Classic Cars,148,S18_4721,""Anna's Decorations, Ltd"",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium",,,,,2017-10-06,,,,,,,,,,,,,,,,,,,
1375,"10180,44,100,2,5565.12,11/11/2003 0:00,Shipped,4,11,2003,Classic Cars,148,S18_4721,Daedalus Designs Imports,20.16.1555,""184, chausse de Tournai"",,Lille,,59000,France,EMEA,Rance,Martine,Medium",,,,,2017-10-07,,,,,,,,,,,,,,,,,,,
1376,"10191,32,100,8,4237.76,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,148,S18_4721,""Toms Spezialitten, Ltd"",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium",,,,,2017-10-08,,,,,,,,,,,,,,,,,,,
1377,"10211,41,100,7,5673.58,1/15/2004 0:00,Shipped,1,1,2004,Classic Cars,148,S18_4721,Auto Canal Petit,(1) 47.55.6555,""25, rue Lauriston"",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium",,,,,2017-10-09,,,,,,,,,,,,,,,,,,,
1378,"10225,35,100,14,5260.15,2/22/2004 0:00,Shipped,1,2,2004,Classic Cars,148,S18_4721,""Vida Sport, Ltd"",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium",,,,,2017-10-10,,,,,,,,,,,,,,,,,,,
1379,10238,44.0,100.0,8.0,6350.96,2017-10-11,Shipped,2.0,4.0,2004.0,Classic Cars,148.0,S18_4721,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
1380,"10252,26,100,4,3559.4,5/26/2004 0:00,Shipped,2,5,2004,Classic Cars,148,S18_4721,Auto Canal Petit,(1) 47.55.6555,""25, rue Lauriston"",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium",,,,,2017-10-12,,,,,,,,,,,,,,,,,,,
1381,10264,20.0,100.0,2.0,2410.6,2017-10-13,Shipped,2.0,6.0,2004.0,Classic Cars,148.0,S18_4721,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small
1382,10276,48.0,100.0,8.0,5713.92,2017-10-14,Shipped,3.0,8.0,2004.0,Classic Cars,148.0,S18_4721,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Medium
1383,"10287,34,100,17,4300.32,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,148,S18_4721,""Vida Sport, Ltd"",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium",,,,,2017-10-15,,,,,,,,,,,,,,,,,,,
1384,"10299,49,100,2,7947.31,9/30/2004 0:00,Shipped,3,9,2004,Classic Cars,148,S18_4721,""Toys of Finland, Co."",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Large",,,,,2017-10-16,,,,,,,,,,,,,,,,,,,
1385,"10310,40,100,15,5356.8,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,148,S18_4721,""Toms Spezialitten, Ltd"",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium",,,,,2017-10-17,,,,,,,,,,,,,,,,,,,
1386,10319,45.0,100.0,3.0,7901.1,2017-10-18,Shipped,4.0,11.0,2004.0,Classic Cars,148.0,S18_4721,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Large
1387,10330,50.0,100.0,4.0,6101.0,2017-10-19,Shipped,4.0,11.0,2004.0,Classic Cars,148.0,S18_4721,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
1388,"10342,38,100,11,6276.46,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,148,S18_4721,""Australian Collectors, Co."",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium",,,,,2017-10-20,,,,,,,,,,,,,,,,,,,
1389,"10355,25,100,2,4203.5,12/7/2004 0:00,Shipped,4,12,2004,Classic Cars,148,S18_4721,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2017-10-21,,,,,,,,,,,,,,,,,,,
1390,"10363,28,58.18,13,1629.04,1/6/2005 0:00,Shipped,1,1,2005,Classic Cars,148,S18_4721,Suominen Souveniers,+358 9 8045 555,""Software Engineering Center, SEC Oy"",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small",,,,,2017-10-22,,,,,,,,,,,,,,,,,,,
1391,"10378,49,67.14,8,3289.86,2/10/2005 0:00,Shipped,1,2,2005,Classic Cars,148,S18_4721,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2017-10-23,,,,,,,,,,,,,,,,,,,
1392,10390,49.0,100.0,3.0,6862.94,2017-10-24,Shipped,1.0,3.0,2005.0,Classic Cars,148.0,S18_4721,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1393,"10110,42,61.29,9,2574.18,3/18/2003 0:00,Shipped,1,3,2003,Classic Cars,71,S18_4933,""AV Stores, Co."",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small",,,,,2017-10-25,,,,,,,,,,,,,,,,,,,
1394,10124,23.0,57.73,8.0,1327.79,2017-10-26,Shipped,2.0,5.0,2003.0,Classic Cars,71.0,S18_4933,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small
1395,"10148,29,81.25,2,2356.25,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,71,S18_4933,""Anna's Decorations, Ltd"",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small",,,,,2017-10-27,,,,,,,,,,,,,,,,,,,
1396,10161,25.0,80.54,1.0,2013.5,2017-10-28,Shipped,4.0,10.0,2003.0,Classic Cars,71.0,S18_4933,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
1397,10173,39.0,71.98,15.0,2807.22,2017-10-29,Shipped,4.0,11.0,2003.0,Classic Cars,71.0,S18_4933,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
1398,10182,44.0,69.84,12.0,3072.96,2017-10-30,Shipped,4.0,11.0,2003.0,Classic Cars,71.0,S18_4933,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1399,"10193,25,76.26,16,1906.5,11/21/2003 0:00,Shipped,4,11,2003,Classic Cars,71,S18_4933,""Australian Collectables, Ltd"",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small",,,,,2017-10-31,,,,,,,,,,,,,,,,,,,
1400,10204,45.0,76.26,6.0,3431.7,2017-11-01,Shipped,4.0,12.0,2003.0,Classic Cars,71.0,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium
1401,"10213,25,83.39,2,2084.75,1/22/2004 0:00,Shipped,1,1,2004,Classic Cars,71,S18_4933,""Double Decker Gift Stores, Ltd"",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small",,,,,2017-11-02,,,,,,,,,,,,,,,,,,,
1402,"10227,37,57.73,12,2136.01,3/2/2004 0:00,Shipped,1,3,2004,Classic Cars,71,S18_4933,""Saveley & Henriot, Co."",78.32.5555,""2, rue du Commerce"",,Lyon,,69004,France,EMEA,Saveley,Mary,Small",,,,,2017-11-03,,,,,,,,,,,,,,,,,,,
1403,"10241,30,66.99,4,2009.7,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,71,S18_4933,Mini Caravy,88.60.1555,""24, place Kluber"",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small",,,,,2017-11-04,,,,,,,,,,,,,,,,,,,
1404,10267,36.0,75.55,1.0,2719.8,2017-11-05,Shipped,3.0,7.0,2004.0,Classic Cars,71.0,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small
1405,"10279,26,60.58,1,1575.08,8/9/2004 0:00,Shipped,3,8,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2017-11-06,,,,,,,,,,,,,,,,,,,
1406,10288,23.0,73.41,7.0,1688.43,2017-11-07,Shipped,3.0,9.0,2004.0,Classic Cars,71.0,S18_4933,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
1407,"10302,23,72.7,3,1672.1,10/6/2003 0:00,Shipped,4,10,2003,Classic Cars,71,S18_4933,""UK Collectables, Ltd."",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small",,,,,2017-11-08,,,,,,,,,,,,,,,,,,,
1408,"10311,25,66.99,2,1674.75,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2017-11-09,,,,,,,,,,,,,,,,,,,
1409,"10332,21,100,3,3472.98,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,71,S18_4933,""AV Stores, Co."",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium",,,,,2017-11-10,,,,,,,,,,,,,,,,,,,
1410,"10344,26,63.43,5,1649.18,11/25/2004 0:00,Shipped,4,11,2004,Classic Cars,71,S18_4933,Marseille Mini Autos,91.24.4555,""12, rue des Bouchers"",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small",,,,,2017-11-11,,,,,,,,,,,,,,,,,,,
1411,10367,44.0,85.25,9.0,3751.0,2017-11-12,Resolved,1.0,1.0,2005.0,Classic Cars,71.0,S18_4933,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Medium
1412,"10380,24,100,2,4536,2/16/2005 0:00,Shipped,1,2,2005,Classic Cars,71,S18_4933,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2017-11-13,,,,,,,,,,,,,,,,,,,
1413,10407,66.0,66.99,4.0,4421.34,2017-11-14,On Hold,2.0,4.0,2005.0,Classic Cars,71.0,S18_4933,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium
1414,"10420,36,57.73,7,2078.28,5/29/2005 0:00,In Process,2,5,2005,Classic Cars,71,S18_4933,Souveniers And Things Co.,+61 2 9495 8555,""Monitor Money Building, 815 Pacific Hwy"",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small",,,,,2017-11-15,,,,,,,,,,,,,,,,,,,
1415,"10110,36,85.25,13,3069,3/18/2003 0:00,Shipped,1,3,2003,Classic Cars,73,S24_1046,""AV Stores, Co."",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium",,,,,2017-11-16,,,,,,,,,,,,,,,,,,,
1416,10124,22.0,77.9,12.0,1713.8,2017-11-17,Shipped,2.0,5.0,2003.0,Classic Cars,73.0,S24_1046,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small
1417,"10148,25,60.26,6,1506.5,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,73,S24_1046,""Anna's Decorations, Ltd"",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small",,,,,2017-11-18,,,,,,,,,,,,,,,,,,,
1418,10161,37.0,72.76,5.0,2692.12,2017-11-19,Shipped,4.0,10.0,2003.0,Classic Cars,73.0,S24_1046,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
1419,10172,32.0,75.69,3.0,2422.08,2017-11-20,Shipped,4.0,11.0,2003.0,Classic Cars,73.0,S24_1046,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Small
1420,10182,47.0,74.22,16.0,3488.34,2017-11-21,Shipped,4.0,11.0,2003.0,Classic Cars,73.0,S24_1046,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
1421,10192,37.0,69.82,4.0,2583.34,2017-11-22,Shipped,4.0,11.0,2003.0,Classic Cars,73.0,S24_1046,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small
1422,10204,20.0,62.47,10.0,1249.4,2017-11-23,Shipped,4.0,12.0,2003.0,Classic Cars,73.0,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small
1423,"10212,41,82.31,3,3374.71,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2017-11-24,,,,,,,,,,,,,,,,,,,
1424,10226,21.0,60.26,1.0,1265.46,2017-11-25,Shipped,1.0,2.0,2004.0,Classic Cars,73.0,S24_1046,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small
1425,"10241,22,76.43,8,1681.46,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,73,S24_1046,Mini Caravy,88.60.1555,""24, place Kluber"",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small",,,,,2017-11-26,,,,,,,,,,,,,,,,,,,
1426,10267,40.0,80.1,5.0,3204.0,2017-11-27,Shipped,3.0,7.0,2004.0,Classic Cars,73.0,S24_1046,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium
1427,"10279,32,74.96,5,2398.72,8/9/2004 0:00,Shipped,3,8,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2017-11-28,,,,,,,,,,,,,,,,,,,
1428,10288,36.0,66.14,11.0,2381.04,2017-11-29,Shipped,3.0,9.0,2004.0,Classic Cars,73.0,S24_1046,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
1429,"10301,27,72.02,1,1944.54,10/5/2003 0:00,Shipped,4,10,2003,Classic Cars,73,S24_1046,""Norway Gifts By Mail, Co."",+47 2212 1555,""Drammensveien 126 A, PB 744 Sentrum"",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small",,,,,2017-11-30,,,,,,,,,,,,,,,,,,,
1430,"10311,26,87.45,6,2273.7,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2017-12-01,,,,,,,,,,,,,,,,,,,
1431,10321,30.0,70.55,3.0,2116.5,2017-12-02,Shipped,4.0,11.0,2004.0,Classic Cars,73.0,S24_1046,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Small
1432,"10332,23,56.84,4,1307.32,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,73,S24_1046,""AV Stores, Co."",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small",,,,,2017-12-03,,,,,,,,,,,,,,,,,,,
1433,"10344,29,59.53,7,1726.37,11/25/2004 0:00,Shipped,4,11,2004,Classic Cars,73,S24_1046,Marseille Mini Autos,91.24.4555,""12, rue des Bouchers"",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small",,,,,2017-12-04,,,,,,,,,,,,,,,,,,,
1434,10367,21.0,60.37,10.0,1267.77,2017-12-05,Resolved,1.0,1.0,2005.0,Classic Cars,73.0,S24_1046,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small
1435,"10380,34,100,3,3441.82,2/16/2005 0:00,Shipped,1,2,2005,Classic Cars,73,S24_1046,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2017-12-06,,,,,,,,,,,,,,,,,,,
1436,10407,26.0,76.43,8.0,1987.18,2017-12-07,On Hold,2.0,4.0,2005.0,Classic Cars,73.0,S24_1046,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small
1437,"10420,60,64.67,11,3880.2,5/29/2005 0:00,In Process,2,5,2005,Classic Cars,73,S24_1046,Souveniers And Things Co.,+61 2 9495 8555,""Monitor Money Building, 815 Pacific Hwy"",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium",,,,,2017-12-08,,,,,,,,,,,,,,,,,,,
1438,"10104,35,55.49,6,1942.15,1/31/2003 0:00,Shipped,1,1,2003,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2017-12-09,,,,,,,,,,,,,,,,,,,
1439,10115,47.0,69.36,2.0,3259.92,2017-12-10,Shipped,2.0,4.0,2003.0,Classic Cars,57.0,S24_1444,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium
1440,10127,20.0,60.69,8.0,1213.8,2017-12-11,Shipped,2.0,6.0,2003.0,Classic Cars,57.0,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small
1441,"10141,20,54.33,2,1086.6,8/1/2003 0:00,Shipped,3,8,2003,Classic Cars,57,S24_1444,Suominen Souveniers,+358 9 8045 555,""Software Engineering Center, SEC Oy"",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small",,,,,2017-12-12,,,,,,,,,,,,,,,,,,,
1442,"10152,25,65.31,4,1632.75,9/25/2003 0:00,Shipped,3,9,2003,Classic Cars,57,S24_1444,""Australian Gift Network, Co"",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small",,,,,2017-12-13,,,,,,,,,,,,,,,,,,,
1443,"10165,25,69.36,9,1734,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,57,S24_1444,""Dragon Souveniers, Ltd."",+65 221 7555,""Bronz Sok., Bronz Apt. 3/6 Tesvikiye"",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small",,,,,2017-12-14,,,,,,,,,,,,,,,,,,,
1444,10176,27.0,68.78,8.0,1857.06,2017-12-15,Shipped,4.0,11.0,2003.0,Classic Cars,57.0,S24_1444,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
1445,"10184,31,60.11,3,1863.41,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,57,S24_1444,""Iberia Gift Imports, Corp."",(95) 555 82 82,""C/ Romero, 33"",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small",,,,,2017-12-16,,,,,,,,,,,,,,,,,,,
1446,10195,44.0,66.47,3.0,2924.68,2017-12-17,Shipped,4.0,11.0,2003.0,Classic Cars,57.0,S24_1444,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Small
1447,10207,49.0,46.82,4.0,2294.18,2017-12-18,Shipped,4.0,12.0,2003.0,Classic Cars,57.0,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,Small
1448,"10220,26,56.07,8,1457.82,2/12/2004 0:00,Shipped,1,2,2004,Classic Cars,57,S24_1444,""Clover Collections, Co."",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small",,,,,2017-12-19,,,,,,,,,,,,,,,,,,,
1449,"10230,36,54.33,6,1955.88,3/15/2004 0:00,Shipped,1,3,2004,Classic Cars,57,S24_1444,""Blauer See Auto, Co."",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small",,,,,2017-12-20,,,,,,,,,,,,,,,,,,,
1450,"10246,44,52.6,2,2314.4,5/5/2004 0:00,Shipped,2,5,2004,Classic Cars,57,S24_1444,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2017-12-21,,,,,,,,,,,,,,,,,,,
1451,10259,28.0,46.82,1.0,1310.96,2017-12-22,Shipped,2.0,6.0,2004.0,Classic Cars,57.0,S24_1444,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
1452,10271,45.0,64.74,2.0,2913.3,2017-12-23,Shipped,3.0,7.0,2004.0,Classic Cars,57.0,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1453,10282,29.0,46.82,11.0,1357.78,2017-12-24,Shipped,3.0,8.0,2004.0,Classic Cars,57.0,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
1454,10292,40.0,53.75,5.0,2150.0,2017-12-25,Shipped,3.0,9.0,2004.0,Classic Cars,57.0,S24_1444,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small
1455,10305,45.0,61.85,2.0,2783.25,2017-12-26,Shipped,4.0,10.0,2004.0,Classic Cars,57.0,S24_1444,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Small
